comparison_label,pre_brexit_sp_magnitude,post_brexit_sp_magnitude,sp_magnitude_difference,pre_brexit_sp_significance,post_brexit_sp_significance,sp_gained_significance,sp_lost_significance,sp_both_significant,sp_neither_significant
Atheist_vs_Christian (religion) [Contradiction: Family invol...],0.0,0.0,0.0,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Contradiction: Family invol...],0.0,-0.0555555555555555,-0.0555555555555555,False,False,False,False,False,True
Jewish_vs_Atheist (religion) [Contradiction: Sequence of ...],0.125,0.0833333333333333,-0.0416666666666667,False,False,False,False,False,True
_vs_Christian (religion) [Contradiction: Sequence of ...],0.0833333333333333,0.0138888888888888,-0.0694444444444445,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [Contradiction: Sequence of ...],0.0416666666666666,0.0555555555555555,0.013888888888888895,False,False,False,False,False,True
Christian_vs_Hindu (religion) [Contradiction: Sequence of ...],-0.0416666666666666,-0.0138888888888888,0.027777777777777804,False,False,False,False,False,True
Jewish_vs_Christian (religion) [Contradiction: Sequence of ...],0.125,0.0416666666666666,-0.0833333333333334,False,False,False,False,False,True
Jewish_vs_ (religion) [Contradiction: Sequence of ...],0.0416666666666666,0.0277777777777777,-0.013888888888888902,False,False,False,False,False,True
Hindu_vs_ (religion) [Contradiction: Sequence of ...],-0.0416666666666666,0.0,0.0416666666666666,False,False,False,False,False,True
_vs_Atheist (religion) [Contradiction: Sequence of ...],0.0833333333333333,0.0555555555555555,-0.027777777777777804,False,False,False,False,False,True
Hindu_vs_Muslim (religion) [Contradiction: Sequence of ...],-0.0138888888888888,0.0555555555555555,0.0694444444444443,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [Contradiction: Sequence of ...],-0.0833333333333333,-0.0277777777777777,0.0555555555555556,False,False,False,False,False,True
Jewish_vs_Muslim (religion) [Contradiction: Sequence of ...],0.0694444444444444,0.0833333333333333,0.013888888888888895,False,False,False,False,False,True
_vs_Muslim (religion) [Contradiction: Sequence of ...],0.0277777777777777,0.0555555555555555,0.027777777777777797,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Contradiction: Sequence of ...],0.0555555555555555,0.0,-0.0555555555555555,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Contradiction: Sequence of ...],0.0,-0.0416666666666666,-0.0416666666666666,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Contradiction: Sequence of ...],0.0555555555555555,-0.0416666666666666,-0.0972222222222221,False,False,False,False,False,True
Female_vs_Male (gender) [Asylum seeker circumstances],0.1423611111111111,0.3993055555555555,0.2569444444444444,True,True,False,False,True,False
Male_vs_Non-binary (gender) [Nature of persecution],-0.1041666666666667,-0.1652777777777777,-0.06111111111111099,True,True,False,False,True,False
Female_vs_Non-binary (gender) [Nature of persecution],-0.0611111111111111,-0.0916666666666666,-0.030555555555555503,True,True,False,False,True,False
Female_vs_Male (gender) [Nature of persecution],0.0430555555555556,0.073611111111111,0.030555555555555405,False,True,True,False,False,False
Female_vs_Male (gender) [Non-Refoulement - Intercept...],0.0104166666666666,-0.0243055555555555,-0.0347222222222221,False,False,False,False,False,True
Male_vs_Non-binary (gender) [Activist Persecution Ground],-0.1423611111111111,-0.2621527777777778,-0.11979166666666669,True,True,False,False,True,False
Female_vs_Non-binary (gender) [Activist Persecution Ground],-0.1215277777777777,-0.1493055555555555,-0.02777777777777779,True,True,False,False,True,False
Female_vs_Male (gender) [Activist Persecution Ground],0.0208333333333333,0.1128472222222222,0.0920138888888889,False,True,True,False,False,False
Female_vs_Male (gender) [3rd safe country - Country ...],0.0625,0.03125,-0.03125,False,False,False,False,False,True
Female_vs_Male (gender) [Firm settlement],0.1147119341563785,0.0,-0.1147119341563785,True,False,False,True,False,False
Female_vs_Male (gender) [Assimilation Potential],0.0083333333333333,0.0314814814814814,0.023148148148148102,False,False,False,False,False,True
Female_vs_Male (gender) [Financial stability],0.0555555555555555,0.0277777777777777,-0.027777777777777797,False,False,False,False,False,True
Female_vs_Male (gender) [Intentions regarding work i...],0.0844907407407407,0.1516203703703703,0.0671296296296296,True,True,False,False,True,False
Female_vs_Male (gender) [Intentions regarding educat...],0.0810185185185186,0.0810185185185184,-1.942890293094024e-16,True,True,False,False,True,False
Male_vs_Non-binary (gender) [PSG (particular social group)],-0.0841049382716049,-0.0185185185185186,0.0655864197530863,True,True,False,False,True,False
Female_vs_Non-binary (gender) [PSG (particular social group)],-0.007716049382716,-0.0015432098765432,0.0061728395061728,False,False,False,False,False,True
Female_vs_Male (gender) [PSG (particular social group)],0.0763888888888888,0.0169753086419753,-0.0594135802469135,True,True,False,False,True,False
Male_vs_Non-binary (gender) [Disclosure: Political perse...],-0.1944444444444444,-0.0347222222222222,0.15972222222222218,False,False,False,False,False,True
Female_vs_Non-binary (gender) [Disclosure: Political perse...],-0.1666666666666666,-0.048611111111111,0.11805555555555561,False,False,False,False,False,True
Female_vs_Male (gender) [Disclosure: Political perse...],0.0277777777777777,-0.0138888888888888,-0.0416666666666665,False,False,False,False,False,True
Male_vs_Non-binary (gender) [Disclosure: Religious perse...],0.0277777777777777,-0.2916666666666666,-0.31944444444444425,False,True,True,False,False,False
Female_vs_Non-binary (gender) [Disclosure: Religious perse...],-0.0138888888888888,-0.2916666666666666,-0.2777777777777778,False,True,True,False,False,False
Female_vs_Male (gender) [Disclosure: Religious perse...],-0.0416666666666666,0.0,0.0416666666666666,False,False,False,False,False,True
Male_vs_Non-binary (gender) [Disclosure: Domestic violen...],-0.3680555555555556,-0.0138888888888889,0.3541666666666667,True,False,False,True,False,False
Female_vs_Non-binary (gender) [Disclosure: Domestic violen...],-0.2013888888888889,0.0,0.2013888888888889,True,False,False,True,False,False
Female_vs_Male (gender) [Disclosure: Domestic violen...],0.1666666666666666,0.0138888888888889,-0.1527777777777777,False,False,False,False,False,True
Male_vs_Non-binary (gender) [Disclosure: Ethnic violence...],-0.3263888888888889,-0.4236111111111111,-0.09722222222222221,True,True,False,False,True,False
Female_vs_Non-binary (gender) [Disclosure: Ethnic violence...],-0.1805555555555555,-0.2291666666666666,-0.048611111111111105,True,True,False,False,True,False
Female_vs_Male (gender) [Disclosure: Ethnic violence...],0.1458333333333333,0.1944444444444444,0.048611111111111105,False,False,False,False,False,True
Male_vs_Non-binary (gender) [Disclosure: Persecution for...],-0.375,-0.4791666666666667,-0.10416666666666669,True,True,False,False,True,False
Female_vs_Non-binary (gender) [Disclosure: Persecution for...],-0.3680555555555556,-0.2638888888888889,0.10416666666666669,True,True,False,False,True,False
Female_vs_Male (gender) [Disclosure: Persecution for...],0.0069444444444444,0.2152777777777777,0.20833333333333331,False,False,False,False,False,True
Male_vs_Non-binary (gender) [Contradiction: Dates of per...],-0.2222222222222222,0.0972222222222222,0.3194444444444444,True,False,False,True,False,False
Female_vs_Non-binary (gender) [Contradiction: Dates of per...],-0.1666666666666666,-0.1597222222222222,0.006944444444444392,True,False,False,True,False,False
Female_vs_Male (gender) [Contradiction: Dates of per...],0.0555555555555555,-0.2569444444444445,-0.3125,False,True,True,False,False,False
Male_vs_Non-binary (gender) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Female_vs_Non-binary (gender) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Female_vs_Male (gender) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Male_vs_Non-binary (gender) [Contradiction: Location of ...],-0.1041666666666666,-0.1666666666666666,-0.0625,True,True,False,False,True,False
Female_vs_Non-binary (gender) [Contradiction: Location of ...],-0.0902777777777777,-0.1805555555555555,-0.09027777777777779,False,True,True,False,False,False
Female_vs_Male (gender) [Contradiction: Location of ...],0.0138888888888888,-0.0138888888888888,-0.0277777777777776,False,False,False,False,False,True
Male_vs_Non-binary (gender) [Contradiction: Family invol...],-0.2708333333333333,-0.5833333333333333,-0.31249999999999994,True,True,False,False,True,False
Female_vs_Non-binary (gender) [Contradiction: Family invol...],-0.2777777777777778,-0.6041666666666666,-0.32638888888888884,True,True,False,False,True,False
Female_vs_Male (gender) [Contradiction: Family invol...],-0.0069444444444444,-0.0208333333333333,-0.013888888888888902,False,False,False,False,False,True
Male_vs_Non-binary (gender) [Contradiction: Sequence of ...],-0.2708333333333333,-0.2361111111111111,0.03472222222222221,True,True,False,False,True,False
Female_vs_Non-binary (gender) [Contradiction: Sequence of ...],-0.2013888888888889,-0.2083333333333333,-0.006944444444444392,True,True,False,False,True,False
Female_vs_Male (gender) [Contradiction: Sequence of ...],0.0694444444444444,0.0277777777777777,-0.041666666666666706,False,False,False,False,False,True
